id,Title,text,predicted_category,similarity,cluster,cluster_size,title_lc,is_priority,highlight_score
123,prince harry’s doorbell camera blunder | 9 news australia,"prince harry’s doorbell camera blunder | 9 news australia 

 nil",politics,0.5305089950561523,1,412,prince harry’s doorbell camera blunder | 9 news australia,False,412
124,"meat prices could skyrocket, as victorian farmers struggle with drought | 9 news australia","meat prices could skyrocket, as victorian farmers struggle with drought | 9 news australia 

 nil",finance,0.49817246198654175,1,412,"meat prices could skyrocket, as victorian farmers struggle with drought | 9 news australia",False,412
125,macquarie bank sacked dozens of staff members over inappropriate behaviour | 9 news australia,"macquarie bank sacked dozens of staff members over inappropriate behaviour | 9 news australia 

 nil",finance,0.48694881796836853,1,412,macquarie bank sacked dozens of staff members over inappropriate behaviour | 9 news australia,False,412
126,australia news live: canavan says nationals ‘need a shake-up’ as party prepares for leadership ballot; albanese to announce new ministry,"australia news live: canavan says nationals ‘need a shake-up’ as party prepares for leadership ballot; albanese to announce new ministry 

 nil",politics,0.4198991358280182,1,412,australia news live: canavan says nationals ‘need a shake-up’ as party prepares for leadership ballot; albanese to announce new ministry,False,412
127,ollie wines and partner olivia announce they are expecting a baby boy,"ollie wines and partner olivia announce they are expecting a baby boy 

 ‘couldn’t love this more.’",music,0.5434536933898926,1,412,ollie wines and partner olivia announce they are expecting a baby boy,False,412
128,"two people killed in head-on collision in clayton south, melbourne","two people killed in head-on collision in clayton south, melbourne 

 road closures are in place and several bus routes have been impacted.",sports,0.5294221639633179,1,412,"two people killed in head-on collision in clayton south, melbourne",False,412
129,"brisbane news live: nine seats still too close to call, with brisbane division on knife-edge","brisbane news live: nine seats still too close to call, with brisbane division on knife-edge 

 nil",politics,0.4917972981929779,1,412,"brisbane news live: nine seats still too close to call, with brisbane division on knife-edge",False,412
130,women living with hiv suffer stigma and setbacks from late diagnoses | abc news,"women living with hiv suffer stigma and setbacks from late diagnoses | abc news 

 nil",lifestyle,0.5230450630187988,1,412,women living with hiv suffer stigma and setbacks from late diagnoses | abc news,False,412
131,hamas to release american-israeli hostage ahead of trump’s middle east visit | abc news,"hamas to release american-israeli hostage ahead of trump’s middle east visit | abc news 

 nil",politics,0.5006459951400757,1,412,hamas to release american-israeli hostage ahead of trump’s middle east visit | abc news,False,412
132,india spruiks achievements in strikes against pakistani targets | abc news,"india spruiks achievements in strikes against pakistani targets | abc news 

 nil",sports,0.463339626789093,1,412,india spruiks achievements in strikes against pakistani targets | abc news,False,412
133,liberals and nationals prepare for key leadership votes | 9 news australia,"liberals and nationals prepare for key leadership votes | 9 news australia 

 nil",politics,0.39827293157577515,1,412,liberals and nationals prepare for key leadership votes | 9 news australia,False,412
134,"morning mail: gina rinehart’s culture of praise, zelenskyy invites putin to peace talks, drought hurts farmers","morning mail: gina rinehart’s culture of praise, zelenskyy invites putin to peace talks, drought hurts farmers 

 nil",politics,0.4384004771709442,1,412,"morning mail: gina rinehart’s culture of praise, zelenskyy invites putin to peace talks, drought hurts farmers",False,412
135,"australia news live: coalition mps jostle for leadership, victoria cuts public school funding","australia news live: coalition mps jostle for leadership, victoria cuts public school funding 

 nil",politics,0.41447365283966064,1,412,"australia news live: coalition mps jostle for leadership, victoria cuts public school funding",False,412
136,disturbing texts in ‘body box’ death,"disturbing texts in ‘body box’ death 

 the texts allegedly sent by a man pretending to be the woman he murdered before her decomposing body was found inside a large box on an apartment balcony have been detailed in court.",politics,0.5954872369766235,1,412,disturbing texts in ‘body box’ death,False,412
137,shock new contender emerges in lib battle,"shock new contender emerges in lib battle 

 a shock new contender has emerged in the battle to be the next liberal leader just hours ahead of a crucial vote that will decide the future of the party.",politics,0.46027517318725586,1,412,shock new contender emerges in lib battle,False,412
138,zelenskyy challenges putin to meet him in person and end ukraine war | 9 news australia,"zelenskyy challenges putin to meet him in person and end ukraine war | 9 news australia 

 nil",politics,0.48125189542770386,1,412,zelenskyy challenges putin to meet him in person and end ukraine war | 9 news australia,True,1412
139,"mother killed and five others injured in horrific collision in trafalgar, victoria","mother killed and five others injured in horrific collision in trafalgar, victoria 

 police say a driver failed to heed a stop sign, causing the deadly collision.",politics,0.5447380542755127,1,412,"mother killed and five others injured in horrific collision in trafalgar, victoria",False,412
140,woman killed in two car crash in victoria,"woman killed in two car crash in victoria 

 nil",music,0.543216347694397,1,412,woman killed in two car crash in victoria,False,412
141,zelenskyy accepts trump’s demand to meet putin for ukraine talks | abc news,"zelenskyy accepts trump’s demand to meet putin for ukraine talks | abc news 

 nil",politics,0.484325647354126,1,412,zelenskyy accepts trump’s demand to meet putin for ukraine talks | abc news,False,412
142,pope leo's brother speaks exclusively; coalition's leadership race wildcard | 9 news australia,"pope leo's brother speaks exclusively; coalition's leadership race wildcard | 9 news australia 

 nil",politics,0.4463365077972412,0,32,pope leo's brother speaks exclusively; coalition's leadership race wildcard | 9 news australia,False,32
143,"the dramatic press release, broken friendship and luxe listings drama","the dramatic press release, broken friendship and luxe listings drama 

 nil",music,0.49121618270874023,1,412,"the dramatic press release, broken friendship and luxe listings drama",False,412
144,perth man supports teen with autism to launch game-changing business,"perth man supports teen with autism to launch game-changing business 

 nil",sports,0.5083878040313721,1,412,perth man supports teen with autism to launch game-changing business,False,412
145,nadine lost her brother at a young age. she’s made it her life’s work to prevent other deaths,"nadine lost her brother at a young age. she’s made it her life’s work to prevent other deaths 

 nil",lifestyle,0.555924117565155,1,412,nadine lost her brother at a young age. she’s made it her life’s work to prevent other deaths,False,412
146,this perth teen had half his brain removed. now he’s chasing paralympic gold,"this perth teen had half his brain removed. now he’s chasing paralympic gold 

 nil",sports,0.5096690654754639,1,412,this perth teen had half his brain removed. now he’s chasing paralympic gold,False,412
147,‘a heaviness in my heart’: this wa mum lives on $441 a week,"‘a heaviness in my heart’: this wa mum lives on $441 a week 

 nil",lifestyle,0.5784345865249634,1,412,‘a heaviness in my heart’: this wa mum lives on $441 a week,False,412
148,the light rail was great – until it opened their backyards to the world,"the light rail was great – until it opened their backyards to the world 

 nil",politics,0.5352532267570496,1,412,the light rail was great – until it opened their backyards to the world,False,412
149,love free parking? don’t get too comfortable,"love free parking? don’t get too comfortable 

 nil",music,0.5600422620773315,1,412,love free parking? don’t get too comfortable,False,412
150,lorna macgregor on sliding-doors moments – and why she shouldn’t have led lifeline wa’s battle for survival,"lorna macgregor on sliding-doors moments – and why she shouldn’t have led lifeline wa’s battle for survival 

 nil",politics,0.5665841102600098,1,412,lorna macgregor on sliding-doors moments – and why she shouldn’t have led lifeline wa’s battle for survival,False,412
151,"‘getting barer by the day’: drought conditions in sa and victoria worsen, leaving rural communities in the dust","‘getting barer by the day’: drought conditions in sa and victoria worsen, leaving rural communities in the dust 

 nil",politics,0.5138610601425171,1,412,"‘getting barer by the day’: drought conditions in sa and victoria worsen, leaving rural communities in the dust",False,412
152,gladys: a musical affair review – berejiklian parody show is too flimsy to be funny,"gladys: a musical affair review – berejiklian parody show is too flimsy to be funny 

 nil",politics,0.549294650554657,1,412,gladys: a musical affair review – berejiklian parody show is too flimsy to be funny,False,412
153,"how charlie discovered that time wealth can be the key to a slower, happier life | modern mind","how charlie discovered that time wealth can be the key to a slower, happier life | modern mind 

 nil",lifestyle,0.4904555380344391,1,412,"how charlie discovered that time wealth can be the key to a slower, happier life | modern mind",False,412
154,gina: mythmaking – episode 7 - podcast,"gina: mythmaking – episode 7 - podcast 

 nil",music,0.5299068689346313,1,412,gina: mythmaking – episode 7 - podcast,False,412
155,the kindness of strangers: i was homeless and addicted to heroin. joanne saved my life,"the kindness of strangers: i was homeless and addicted to heroin. joanne saved my life 

 nil",lifestyle,0.5488313436508179,1,412,the kindness of strangers: i was homeless and addicted to heroin. joanne saved my life,False,412
156,‘not a single person shied away’: how a year chronicling end-of-life stories changed one photographer,"‘not a single person shied away’: how a year chronicling end-of-life stories changed one photographer 

 nil",lifestyle,0.5044324398040771,1,412,‘not a single person shied away’: how a year chronicling end-of-life stories changed one photographer,False,412
157,gina episode 7: mythmaking - podcast,"gina episode 7: mythmaking - podcast 

 nil",music,0.5332602262496948,1,412,gina episode 7: mythmaking - podcast,False,412
158,australia’s rental crisis is not what you think it is,"australia’s rental crisis is not what you think it is 

 nil",politics,0.5477957725524902,1,412,australia’s rental crisis is not what you think it is,False,412
159,thank you for letting us make you rich: claims of ‘bizarre’ culture in gina rinehart’s company,"thank you for letting us make you rich: claims of ‘bizarre’ culture in gina rinehart’s company 

 nil",music,0.5519083738327026,1,412,thank you for letting us make you rich: claims of ‘bizarre’ culture in gina rinehart’s company,False,412
160,teen serious after spending an hour submerged underneath crashed car,"teen serious after spending an hour submerged underneath crashed car 

 seven others, including six teenagers, were unhurt in the accident.",lifestyle,0.5528560876846313,1,412,teen serious after spending an hour submerged underneath crashed car,False,412
161,2026 skoda enyaq rs: facelift revealed for hottest variant,"2026 skoda enyaq rs: facelift revealed for hottest variant 

 as expected, the skoda enyaq rs has gained an updated front end design with split headlights and a less prominent fake grille.",sports,0.5525100231170654,1,412,2026 skoda enyaq rs: facelift revealed for hottest variant,False,412
162,floods kill more than 100 in eastern congo,"floods kill more than 100 in eastern congo 

 the flooding, which affected the village of kasaba, comes at a vulnerable moment for the central african nation. ",politics,0.5179604887962341,1,412,floods kill more than 100 in eastern congo,False,412
163,no more war': pope uses first blessing to call for peace in ukraine and gaza,"no more war': pope uses first blessing to call for peace in ukraine and gaza 

 leo’s first sunday address before tens of thousands coincided with a pilgrimage by marching bands from around the world.",politics,0.5272979140281677,0,32,no more war': pope uses first blessing to call for peace in ukraine and gaza,True,1032
164,lower prices to hit shelves at woolworths,"lower prices to hit shelves at woolworths 

 woolworths has announced it has lowered prices on almost 400 products, including household staples, amid cost-of-living pressures.",finance,0.5094662308692932,1,412,lower prices to hit shelves at woolworths,False,412
165,‘that thing’s gotta come out’: bindi irwin misses steve irwin gala to undergo surgery,"‘that thing’s gotta come out’: bindi irwin misses steve irwin gala to undergo surgery 

 her mum terri also missed the event to be by her side.",music,0.5878629684448242,1,412,‘that thing’s gotta come out’: bindi irwin misses steve irwin gala to undergo surgery,False,412
166,ricky ponting deboards flight home from india as ipl remains in limbo after ceasefire,"ricky ponting deboards flight home from india as ipl remains in limbo after ceasefire 

 a selfless act from the australian legend despite the uncertainty proves why he is so respected.",sports,0.5565316081047058,1,412,ricky ponting deboards flight home from india as ipl remains in limbo after ceasefire,False,412
167,not quite done yet with the mighty dunny yarns,"not quite done yet with the mighty dunny yarns 

 nil",politics,0.5987826585769653,1,412,not quite done yet with the mighty dunny yarns,False,412
168,north melbourne face nervous wait after luke mcdonald’s hit on brisbane midfielder jarrod berry,"north melbourne face nervous wait after luke mcdonald’s hit on brisbane midfielder jarrod berry 

 ‘that’s as tough an incident to assess as i’ve seen for quite some time.’",sports,0.5098830461502075,1,412,north melbourne face nervous wait after luke mcdonald’s hit on brisbane midfielder jarrod berry,False,412
169,blazing fireball captured flying across wa sky,"blazing fireball captured flying across wa sky 

 nil",sports,0.5484180450439453,1,412,blazing fireball captured flying across wa sky,False,412
170,man charged after allegedly driving at more than seven times legal limit,"man charged after allegedly driving at more than seven times legal limit 

 the 29-year-old will face court next month.",politics,0.582902729511261,1,412,man charged after allegedly driving at more than seven times legal limit,False,412
171,one hell of a meteor' spotted shooting across sky in western australia | 9 news australia,"one hell of a meteor' spotted shooting across sky in western australia | 9 news australia 

 nil",sports,0.49640539288520813,1,412,one hell of a meteor' spotted shooting across sky in western australia | 9 news australia,False,412
172,mammoth cocaine bust off nsw mid north coast,"mammoth cocaine bust off nsw mid north coast 

 nil",music,0.5630797743797302,1,412,mammoth cocaine bust off nsw mid north coast,False,412
173,‘dehumanising’: abbie chatfield in tears amid feud with clementine ford,"‘dehumanising’: abbie chatfield in tears amid feud with clementine ford 

 abbie chatfield has broken down in tears in a lengthy social media tirade accusing activist clementine ford of “dehumanising” her.",politics,0.5885258913040161,1,412,‘dehumanising’: abbie chatfield in tears amid feud with clementine ford,False,412
174,one hell of a meteor' spotted shooting across sky in western australia,"one hell of a meteor' spotted shooting across sky in western australia 

 nil",sports,0.5390592813491821,1,412,one hell of a meteor' spotted shooting across sky in western australia,False,412
175,australian cricketers return home from india,"australian cricketers return home from india 

 nil",sports,0.4628201425075531,1,412,australian cricketers return home from india,False,412
176,mammoth nsw cocaine drug bust; india and pakistan 'violate' ceasefire | 9 news australia,"mammoth nsw cocaine drug bust; india and pakistan 'violate' ceasefire | 9 news australia 

 nil",sports,0.5032593011856079,1,412,mammoth nsw cocaine drug bust; india and pakistan 'violate' ceasefire | 9 news australia,False,412
177,airport upgrade aims to get passengers from door to gate in 15 minutes | 9 news australia,"airport upgrade aims to get passengers from door to gate in 15 minutes | 9 news australia 

 nil",sports,0.5254889726638794,1,412,airport upgrade aims to get passengers from door to gate in 15 minutes | 9 news australia,False,412
178,how student debt changes made the same degrees more expensive,"how student debt changes made the same degrees more expensive 

 nil",finance,0.5773884057998657,1,412,how student debt changes made the same degrees more expensive,False,412
179,vladimir putin offers direct peace talks with ukraine after rejecting ceasefire plea | abc news,"vladimir putin offers direct peace talks with ukraine after rejecting ceasefire plea | abc news 

 nil",politics,0.480743944644928,1,412,vladimir putin offers direct peace talks with ukraine after rejecting ceasefire plea | abc news,False,412
180,india and pakistan accuse each other of violating a ceasefire | abc news,"india and pakistan accuse each other of violating a ceasefire | abc news 

 nil",politics,0.49769163131713867,1,412,india and pakistan accuse each other of violating a ceasefire | abc news,False,412
181,police forced to deliver baby after woman goes into labour in a car park | 9 news australia,"police forced to deliver baby after woman goes into labour in a car park | 9 news australia 

 nil",politics,0.5085350871086121,1,412,police forced to deliver baby after woman goes into labour in a car park | 9 news australia,False,412
182,teenage boy allegedly attempts to smuggle weapons into afl match | 9 news australia,"teenage boy allegedly attempts to smuggle weapons into afl match | 9 news australia 

 nil",sports,0.4720696210861206,1,412,teenage boy allegedly attempts to smuggle weapons into afl match | 9 news australia,False,412
183,‘they killed my baby twice’: the women being used and abused for visas,"‘they killed my baby twice’: the women being used and abused for visas 

 nil",politics,0.5327976942062378,1,412,‘they killed my baby twice’: the women being used and abused for visas,False,412
184,how trump’s tariffs will turbocharge child deaths in africa,"how trump’s tariffs will turbocharge child deaths in africa 

 nil",politics,0.516038179397583,1,412,how trump’s tariffs will turbocharge child deaths in africa,False,412
185,victoria's first female treasurer prepares for first budget,"victoria's first female treasurer prepares for first budget 

 nil",politics,0.5273546576499939,1,412,victoria's first female treasurer prepares for first budget,False,412
186,toxic algae cripples businesses,"toxic algae cripples businesses 

 nil",finance,0.5126352906227112,1,412,toxic algae cripples businesses,False,412
187,mother held at knifepoint during home invasion,"mother held at knifepoint during home invasion 

 nil",politics,0.5532761812210083,1,412,mother held at knifepoint during home invasion,False,412
188,mum reunites with officers who helped her give birth in car park,"mum reunites with officers who helped her give birth in car park 

 nil",politics,0.5545597076416016,1,412,mum reunites with officers who helped her give birth in car park,False,412
189,teen allegedly caught trying to enter afl match with imitation gun,"teen allegedly caught trying to enter afl match with imitation gun 

 nil",sports,0.4803501069545746,1,412,teen allegedly caught trying to enter afl match with imitation gun,False,412
190,‘magnetic’: family mourns melbourne tradie who drowned in thailand,"‘magnetic’: family mourns melbourne tradie who drowned in thailand 

 nil",lifestyle,0.5479665994644165,1,412,‘magnetic’: family mourns melbourne tradie who drowned in thailand,False,412
191,baby blake’s reunion with police officers who helped bring him into the world,"baby blake’s reunion with police officers who helped bring him into the world 

 blake was born in a carpark in march after his father flagged down two cops returning to their station.",music,0.5613493323326111,1,412,baby blake’s reunion with police officers who helped bring him into the world,False,412
192,meet the experts sent overseas to identify human remains after tragedies,"meet the experts sent overseas to identify human remains after tragedies 

 the team has seen the aftermath of some of the most world’s most horrific events, from the bali bombings to flight mh17.",sports,0.4643397331237793,1,412,meet the experts sent overseas to identify human remains after tragedies,False,412
193,killed me': hayne's honest call after successful return | 9 news australia,"killed me': hayne's honest call after successful return | 9 news australia 

 nil",sports,0.555829644203186,1,412,killed me': hayne's honest call after successful return | 9 news australia,False,412
194,pope leo makes a series of surprise visits | 9 news australia,"pope leo makes a series of surprise visits | 9 news australia 

 nil",politics,0.492427796125412,0,32,pope leo makes a series of surprise visits | 9 news australia,False,32
195,"they came, they flipped, they conquered: why these aussies have a lot to cheer about","they came, they flipped, they conquered: why these aussies have a lot to cheer about 

 nil",sports,0.5076649785041809,1,412,"they came, they flipped, they conquered: why these aussies have a lot to cheer about",False,412
196,sydney airport domestic terminal gets upgrade,"sydney airport domestic terminal gets upgrade 

 nil",sports,0.5590853095054626,1,412,sydney airport domestic terminal gets upgrade,False,412
197,new cctv released after gran killed in shooting,"new cctv released after gran killed in shooting 

 nil",politics,0.5652605295181274,1,412,new cctv released after gran killed in shooting,False,412
198,five charged after $623m worth of cocaine allegedly found on boat off nsw coast,"five charged after $623m worth of cocaine allegedly found on boat off nsw coast 

 nil",politics,0.56587153673172,1,412,five charged after $623m worth of cocaine allegedly found on boat off nsw coast,False,412
199,leadership tensions flaring on both sides of politics,"leadership tensions flaring on both sides of politics 

 nil",politics,0.3613148331642151,1,412,leadership tensions flaring on both sides of politics,False,412
200,aussie cricketer caught up as ceasefire fails,"aussie cricketer caught up as ceasefire fails 

 nil",sports,0.4947037100791931,1,412,aussie cricketer caught up as ceasefire fails,False,412
201,jarryd hayne returns to footy field,"jarryd hayne returns to footy field 

 nil",sports,0.48303279280662537,1,412,jarryd hayne returns to footy field,False,412
202,ed husic says speaking out on gaza partly to blame for demotion | abc news,"ed husic says speaking out on gaza partly to blame for demotion | abc news 

 nil",politics,0.4936317801475525,1,412,ed husic says speaking out on gaza partly to blame for demotion | abc news,False,412
203,new aussie champ jack della maddalena calls out volk nemesis islam makhachev: ‘come get it’,"new aussie champ jack della maddalena calls out volk nemesis islam makhachev: ‘come get it’ 

 ‘australia, we’ve got three of these babies. let’s go.’",sports,0.5607806444168091,1,412,new aussie champ jack della maddalena calls out volk nemesis islam makhachev: ‘come get it’,False,412
204,supercars sprint thriller decided by 0.0550 seconds as matt payne claims surprise victory,"supercars sprint thriller decided by 0.0550 seconds as matt payne claims surprise victory 

 ‘you’re not even thinking when you’re in those situations.’",sports,0.5521302223205566,1,412,supercars sprint thriller decided by 0.0550 seconds as matt payne claims surprise victory,True,1412
205,hecs debts and student loans are set to be slashed. here is everything you need to know about the 20 per cent reduction,"hecs debts and student loans are set to be slashed. here is everything you need to know about the 20 per cent reduction 

 loans are being slashed and the wage threshold to pay them back is going up.",politics,0.5344432592391968,1,412,hecs debts and student loans are set to be slashed. here is everything you need to know about the 20 per cent reduction,False,412
206,ceasefire ultimatum pressures putin into 'direct talks' with ukraine | 9 news australia,"ceasefire ultimatum pressures putin into 'direct talks' with ukraine | 9 news australia 

 nil",politics,0.47128063440322876,1,412,ceasefire ultimatum pressures putin into 'direct talks' with ukraine | 9 news australia,False,412
207,leadership tensions flare on both sides of politics | 9 news australia,"leadership tensions flare on both sides of politics | 9 news australia 

 nil",politics,0.3827437162399292,1,412,leadership tensions flare on both sides of politics | 9 news australia,False,412
208,india and pakistan trade accusations and missiles hours after ceasefire | 9 news australia,"india and pakistan trade accusations and missiles hours after ceasefire | 9 news australia 

 nil",politics,0.47393929958343506,1,412,india and pakistan trade accusations and missiles hours after ceasefire | 9 news australia,False,412
209,dramatic nsw cocaine bust hailed 'one of the biggest ever' | 9 news australia,"dramatic nsw cocaine bust hailed 'one of the biggest ever' | 9 news australia 

 nil",sports,0.5065373182296753,1,412,dramatic nsw cocaine bust hailed 'one of the biggest ever' | 9 news australia,False,412
210,‘do-nothing attitude’ is ruining a heritage treasure,"‘do-nothing attitude’ is ruining a heritage treasure 

 nil",lifestyle,0.5168898701667786,1,412,‘do-nothing attitude’ is ruining a heritage treasure,False,412
211,"tim injected himself with snake venom hundreds of times. now, his blood could save countless lives","tim injected himself with snake venom hundreds of times. now, his blood could save countless lives 

 the self-taught expert even allowed himself to be bitten by some of the world’s deadliest snakes.",lifestyle,0.5506350994110107,1,412,"tim injected himself with snake venom hundreds of times. now, his blood could save countless lives",False,412
212,"as dutton conceded election defeat, my thoughts were with ricardo","as dutton conceded election defeat, my thoughts were with ricardo 

 nil",politics,0.536429762840271,1,412,"as dutton conceded election defeat, my thoughts were with ricardo",True,1412
213,brisbane’s metro arts loses leader in funding woes’ wake,"brisbane’s metro arts loses leader in funding woes’ wake 

 nil",music,0.5093995928764343,1,412,brisbane’s metro arts loses leader in funding woes’ wake,False,412
214,dumped cabinet minister ed husic promises ‘constructive’ backbench role after fiery attack on marles,"dumped cabinet minister ed husic promises ‘constructive’ backbench role after fiery attack on marles 

 nil",politics,0.5339143872261047,1,412,dumped cabinet minister ed husic promises ‘constructive’ backbench role after fiery attack on marles,False,412
215,penrith’s golden point draw with north queensland rocked by trainer’s controversial act,"penrith’s golden point draw with north queensland rocked by trainer’s controversial act 

 penrith are set to be probed by the nrl after a fan-shot video uncovered a damning incident.",sports,0.5327006578445435,1,412,penrith’s golden point draw with north queensland rocked by trainer’s controversial act,False,412
216,historic moment for 7news melbourne with move from docklands to melbourne quarter tower after 23 years,"historic moment for 7news melbourne with move from docklands to melbourne quarter tower after 23 years 

 peter mitchell has recalled some of the most memorable moments from the docklands newsroom including a leaking studio ceiling and has also revealed the only item he’ll be bringing to the new office.",sports,0.5266144275665283,1,412,historic moment for 7news melbourne with move from docklands to melbourne quarter tower after 23 years,False,412
217,‘brutal’ double murder cold case reopens as nsw police make new plea for information,"‘brutal’ double murder cold case reopens as nsw police make new plea for information 

 ‘the families of susan and joanne deserve much-needed answers.’",sports,0.5639066696166992,1,412,‘brutal’ double murder cold case reopens as nsw police make new plea for information,False,412
218,prince harry: duke of sussex spotted knocking on random doors in london before claiming security ‘stitch-up’,"prince harry: duke of sussex spotted knocking on random doors in london before claiming security ‘stitch-up’ 

 in an embarrassing sign that prince harry’s recent outbursts are wide of the mark, images have emerged of the duke of sussex wandering a london street knocking on doors with no security concerns.",politics,0.5588363409042358,1,412,prince harry: duke of sussex spotted knocking on random doors in london before claiming security ‘stitch-up’,False,412
219,cash purchase of boat leads to $600m cocaine haul by nsw police | abc news,"cash purchase of boat leads to $600m cocaine haul by nsw police | abc news 

 nil",finance,0.539832592010498,1,412,cash purchase of boat leads to $600m cocaine haul by nsw police | abc news,False,412
220,soviet spacecraft kosmos 482 plunges to earth after 53 years | abc news,"soviet spacecraft kosmos 482 plunges to earth after 53 years | abc news 

 nil",politics,0.5073218941688538,1,412,soviet spacecraft kosmos 482 plunges to earth after 53 years | abc news,False,412
221,super-sized cruise ships to get even bigger with new ‘floating cities’ announced,"super-sized cruise ships to get even bigger with new ‘floating cities’ announced 

 is bigger really better? when it comes to cruising, it appears the answer is yes - but there is a glaring downside.",lifestyle,0.5219589471817017,1,412,super-sized cruise ships to get even bigger with new ‘floating cities’ announced,False,412
222,richmond win afl thriller over west coast after ‘tackle of the year’ from tom brown,"richmond win afl thriller over west coast after ‘tackle of the year’ from tom brown 

 ‘i’ve got goosebumps.’",sports,0.5343284606933594,1,412,richmond win afl thriller over west coast after ‘tackle of the year’ from tom brown,False,412
223,this sydney pool closed for upgrades. it will cost $1 million to reopen exactly as it was,"this sydney pool closed for upgrades. it will cost $1 million to reopen exactly as it was 

 nil",sports,0.6258416175842285,1,412,this sydney pool closed for upgrades. it will cost $1 million to reopen exactly as it was,False,412
224,the devastating toll of victoria’s forgotten drought,"the devastating toll of victoria’s forgotten drought 

 nil",politics,0.5619088411331177,1,412,the devastating toll of victoria’s forgotten drought,False,412
225,australian cricket community mourns death of batter and ashes hero bob cowper,"australian cricket community mourns death of batter and ashes hero bob cowper 

 nil",sports,0.502032995223999,1,412,australian cricket community mourns death of batter and ashes hero bob cowper,False,412
226,the tiny gazans bearing the brunt of israel's aid blockade | abc news,"the tiny gazans bearing the brunt of israel's aid blockade | abc news 

 nil",politics,0.501220703125,1,412,the tiny gazans bearing the brunt of israel's aid blockade | abc news,False,412
227,taylor swift vents fury at inclusion in blake lively and justin baldoni lawsuit,"taylor swift vents fury at inclusion in blake lively and justin baldoni lawsuit 

 the legal battle between lively and baldoni has taken yet another ugly turn.",music,0.5385473370552063,1,412,taylor swift vents fury at inclusion in blake lively and justin baldoni lawsuit,False,412
228,animal rights activist tash peterson declares bankruptsy in instagram videos,"animal rights activist tash peterson declares bankruptsy in instagram videos 

 nil",music,0.5208919048309326,1,412,animal rights activist tash peterson declares bankruptsy in instagram videos,False,412
229,nsw police seize $600m worth of cocaine on boat off nambucca heads | abc news,"nsw police seize $600m worth of cocaine on boat off nambucca heads | abc news 

 nil",sports,0.5504729151725769,1,412,nsw police seize $600m worth of cocaine on boat off nambucca heads | abc news,False,412
230,brisbane broncos star ezra mam lands in hot water again during comeback game,"brisbane broncos star ezra mam lands in hot water again during comeback game 

 the 22-year-old was slapped with a nine-week suspension for driving unlicensed with drugs in his system.",sports,0.5412048101425171,1,412,brisbane broncos star ezra mam lands in hot water again during comeback game,True,1412
231,powerball winner’s hilarious reaction to winning $30 million jackpot,"powerball winner’s hilarious reaction to winning $30 million jackpot 

 ‘i better take a breath or two.’",sports,0.5976290106773376,1,412,powerball winner’s hilarious reaction to winning $30 million jackpot,False,412
232,queensland police officer stood down over excessive use of force accusation,"queensland police officer stood down over excessive use of force accusation 

 the senior constable has been charged.",politics,0.5685020089149475,1,412,queensland police officer stood down over excessive use of force accusation,False,412
233,india-pakistan ceasefire breaks down within hours | abc news,"india-pakistan ceasefire breaks down within hours | abc news 

 nil",politics,0.4689021706581116,1,412,india-pakistan ceasefire breaks down within hours | abc news,False,412
234,pope leo vows to continue pope francis’ reform mission | abc news,"pope leo vows to continue pope francis’ reform mission | abc news 

 nil",politics,0.4975176453590393,0,32,pope leo vows to continue pope francis’ reform mission | abc news,False,32
235,state to strengthen trade ties with china,"state to strengthen trade ties with china 

 queensland will embark on a key trade mission to china this week, including opening a new office in shenzhen.",finance,0.5250346660614014,1,412,state to strengthen trade ties with china,False,412
236,large crowd attends anti-stadium rally in hobart | abc news,"large crowd attends anti-stadium rally in hobart | abc news 

 nil",sports,0.46941661834716797,1,412,large crowd attends anti-stadium rally in hobart | abc news,False,412
237,former inmate helps women transition from prison to a positive life | abc news,"former inmate helps women transition from prison to a positive life | abc news 

 nil",politics,0.5150269865989685,1,412,former inmate helps women transition from prison to a positive life | abc news,False,412
238,major update after dead body found in sydney granny flat,"major update after dead body found in sydney granny flat 

 police made the grisly discovery following a late-night incident on friday.",politics,0.5444766283035278,1,412,major update after dead body found in sydney granny flat,False,412
239,guy sebastian in hospital awaiting surgery after rupturing achilles injury in local footy game with brendan fevola,"guy sebastian in hospital awaiting surgery after rupturing achilles injury in local footy game with brendan fevola 

 ‘i spoke to him this morning, he’s not well.’",sports,0.5250998735427856,1,412,guy sebastian in hospital awaiting surgery after rupturing achilles injury in local footy game with brendan fevola,False,412
240,police share cctv of fatal ambarvale shooting,"police share cctv of fatal ambarvale shooting 

 nil",sports,0.5513859391212463,1,412,police share cctv of fatal ambarvale shooting,False,412
241,law firm partner accused of rape at sydney home loses $3 million lawsuit,"law firm partner accused of rape at sydney home loses $3 million lawsuit 

 nil",sports,0.6001705527305603,1,412,law firm partner accused of rape at sydney home loses $3 million lawsuit,False,412
242,"spooked by trump, aussies stayed close to home and chose ‘dinky-di’ albo","spooked by trump, aussies stayed close to home and chose ‘dinky-di’ albo 

 nil",politics,0.505679726600647,1,412,"spooked by trump, aussies stayed close to home and chose ‘dinky-di’ albo",False,412
243,major update in hotly contested seat,"major update in hotly contested seat 

 a key teal independent is on track to hold her seat after one of the longest undecided vote counts of the federal election.",politics,0.4521631598472595,1,412,major update in hotly contested seat,False,412
